...1,unit_id_depth,latin_name,project,survey,date,site_id,site_habitat,site_latitude,site_longitude,site_substrate,site_depth,transect_id,transect_latitude,transect_longitude,transect_substrate,experimental_unit,unit_id,unit_size,unit_area_2D,unit_area_3D,unit_depth_corrected,total_count,avg_biomass,sd,se,unit_depth,density,biomass_density,loc.cat,round_depth,station,Station,bottom.depth.m,measurement.time,depth.m,conductivity.ms.cm,temp.deg.c,pressure.dbar,par.umol.m.s,fluorometry.chlorophyll,dissolved.o2.ml.l,salinity.psu
21108,2021-05-24_Pruth Bay E1_0.7,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E1,51.64707199,-128.1204211,sand,transects,2021-05-24_Pruth Bay E1,30m x 2m,60,NA,0.7,1,24.9057598587856,0,0,3.977911,0.0166666666666667,0.00415095997646427,outer,1,SEA15,SEA15,NA,2021-05-24T21:49:12Z,1.05541280698101,31.8320540769698,12.351292162963,1,375.061893666667,0.422553713066047,7.9501192300248,26.9066306822865
21126,2021-05-24_Pruth Bay E2_0.32,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E2,51.64662622,-128.1197998,sand,transects,2021-05-24_Pruth Bay E2,30m x 2m,60,NA,0.32,1,24.9057598587856,0,0,3.903895,0.0166666666666667,0.00415095997646427,outer,1,SEA15,SEA15,NA,2021-05-24T21:49:12Z,1.05541280698101,31.8320540769698,12.351292162963,1,375.061893666667,0.422553713066047,7.9501192300248,26.9066306822865
21144,2021-05-24_Pruth Bay E3_0.4,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E3,51.64655924,-128.1191054,sand,transects,2021-05-24_Pruth Bay E3,30m x 2m,60,NA,0.4,0,0,0,0,NA,0,0,outer,1,SEA15,SEA15,NA,2021-05-24T21:49:12Z,1.05541280698101,31.8320540769698,12.351292162963,1,375.061893666667,0.422553713066047,7.9501192300248,26.9066306822865
21162,2021-05-24_Pruth Bay I4_-0.28,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I4,51.6459294,-128.1193665,sand,transects,2021-05-24_Pruth Bay I4,30m x 2m,60,NA,-0.28,1,44.0935068118539,0,0,3.5489,0.0166666666666667,0.00734891780197565,outer,1,SEA15,SEA15,NA,2021-05-24T21:49:12Z,1.05541280698101,31.8320540769698,12.351292162963,1,375.061893666667,0.422553713066047,7.9501192300248,26.9066306822865
21180,2021-05-24_Pruth Bay I5_-0.13,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I5,51.64532132,-128.1192523,sand,transects,2021-05-24_Pruth Bay I5,30m x 2m,60,NA,-0.13,8,37.2927613230496,25.0635236350418,8.86129376138368,3.6989,0.133333333333333,0.00621546022050827,outer,1,SEA15,SEA15,NA,2021-05-24T21:49:12Z,1.05541280698101,31.8320540769698,12.351292162963,1,375.061893666667,0.422553713066047,7.9501192300248,26.9066306822865
21198,2021-05-25_burke doc marker_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke doc marker,NA,51.9652611,-127.71152,bedrock,NA,burke doc marker_1,51.9652611,-127.71152,bedrock,transects,2021-05-25_burke doc marker_1,30m x 2m,60,NA,10,7,975.029746714743,997.936249673217,377.184448704542,14.019793,0.116666666666667,0.162504957785791,fjord,10,SHORE9,SHORE9,10.1746623,2021-05-25T13:10:59Z,9.88184340631416,32.1066041704393,8.83048253888889,10,0.170688025,8.09441617712175,5.25945823818191,29.9071348778369
21216,2021-05-25_burke doc marker_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke doc marker,NA,51.9652611,-127.71152,bedrock,NA,burke doc marker_2,51.9652611,-127.71152,bedrock,transects,2021-05-25_burke doc marker_2,30m x 2m,60,NA,5,15,363.775547988166,901.383833951929,232.736305162427,9.041875,0.25,0.0606292579980277,fjord,5,SHORE9,SHORE9,10.1746623,2021-05-25T13:10:55Z,4.99816105517101,31.9631915907077,8.95088542666667,5,29.62195226,8.19091494293079,5.46487040590155,29.6606858522465
21252,2021-05-25_burke eagle rock_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_1,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_1,30m x 2m,60,NA,10,13,2813.69249926084,1072.70747097228,297.515522320298,13.648915,0.216666666666667,0.468948749876806,fjord,10,SHORE20,SHORE20,10.004501,2021-05-25T11:52:27Z,9.83567816222229,33.5526650444444,7.2986713,10,70.076078999999993,0.63552645,3.16680680670348,32.8070846275099
21270,2021-05-25_burke eagle rock_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_2,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_2,30m x 2m,60,NA,5,12,2015.98229517391,1329.40876007046,383.767252744863,8.648915,0.2,0.335997049195651,fjord,5,SHORE20,SHORE20,10.004501,2021-05-25T11:52:22Z,4.90987528139314,33.5292008849214,7.56218772222222,5,145.97826822,0.746734931888815,3.11513549800004,32.5355114158895
21288,2021-05-25_burke eagle rock_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,NA,51.9617544,-127.77545,boulder,NA,burke eagle rock_3,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,fjord,1,SHORE20,SHORE20,10.004501,2021-05-25T11:52:19Z,1.13018266476489,33.4452039089651,7.73170612222222,1,310.650557975,0.789273657525478,3.21847258114022,32.2890572774596
21360,2021-05-25_burke sagen_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke sagen,NA,51.9258389,-127.88845,bedrock,NA,burke sagen_1,51.9258389,-127.88845,bedrock,transects,2021-05-25_burke sagen_1,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,fjord,10,SHORE9,SHORE9,10.1746623,2021-05-25T13:10:59Z,9.88184340631416,32.1066041704393,8.83048253888889,10,0.170688025,8.09441617712175,5.25945823818191,29.9071348778369
21378,2021-05-25_burke sagen_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke sagen,NA,51.9258389,-127.88845,bedrock,NA,burke sagen_2,51.9258389,-127.88845,bedrock,transects,2021-05-25_burke sagen_2,30m x 2m,60,NA,5,11,716.438503271712,825.630505140364,248.936963729289,6.09877,0.183333333333333,0.119406417211952,fjord,5,SHORE9,SHORE9,10.1746623,2021-05-25T13:10:55Z,4.99816105517101,31.9631915907077,8.95088542666667,5,29.62195226,8.19091494293079,5.46487040590155,29.6606858522465
21468,2021-05-31_rivers nelson narrows_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_1,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_1,30m x 2m,60,NA,10,3,648.876771234993,1098.01060946074,633.936720945224,10.812993,0.05,0.108146128539165,fjord,10,SHORE22,SHORE22,NA,2021-05-31T12:04:39Z,9.90428816688316,32.5197044782682,8.63358705925926,10,0.0447142,0.315299602243755,4.36973707441506,30.5024675286842
21486,2021-05-31_rivers nelson narrows_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_2,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_2,30m x 2m,60,NA,5,3,677.420323704058,1073.33345901864,619.689361494643,5.915917,0.05,0.11290338728401,fjord,5,SHORE22,SHORE22,NA,2021-05-31T12:04:35Z,5.02412307782165,30.847068376953,8.93338064444444,5,12.30324585,0.481824265936879,4.68602857108186,28.5319478954411
21504,2021-05-31_rivers nelson narrows_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,NA,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_3,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_3,30m x 2m,60,NA,0,7,182.5901426454,155.990976418632,58.9590471962629,0.915917,0.116666666666667,0.0304316904409,fjord,1,SHORE22,SHORE22,NA,2021-05-31T12:04:32Z,1.12531766867875,4.62013261313111,11.2986578555556,1,150.5973005,2.2853486854102,6.63447191701397,3.42707459532384
21522,2021-07-04_North 1_2.8054,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 1,51.667143,-128.140326,boulder,transects,2021-07-04_North 1,30m x 2m,60,NA,2.8054,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,NA,2021-07-04T11:58:33Z,3.102287069,34.14460548,10.35323965,3.129603014,366.3835937,2.122060812,6.673005598,30.69138636
21540,2021-07-04_North 2_2.9654,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 2,51.667146,-128.140399,boulder,transects,2021-07-04_North 2,30m x 2m,60,NA,2.9654,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,NA,2021-07-04T11:58:33Z,3.102287069,34.14460548,10.35323965,3.129603014,366.3835937,2.122060812,6.673005598,30.69138636
21558,2021-07-04_North 3_3.2854,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 3,51.667268,-128.140349,boulder,transects,2021-07-04_North 3,30m x 2m,60,NA,3.2854,0,0,0,0,NA,0,0,outer,3,KELP09,KELP09,NA,2021-07-04T11:58:33Z,3.102287069,34.14460548,10.35323965,3.129603014,366.3835937,2.122060812,6.673005598,30.69138636
21612,2021-07-05_Manley 1_2.4747,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 1,51.801117,-128.200109,bedrock,transects,2021-07-05_Manley 1,30m x 2m,60,NA,2.4747,0,0,0,0,NA,0,0,outer,2,KELP10,KELP10,NA,2021-07-05T09:51:03Z,2.00876579197895,35.7143808971248,12.55727912,2,95.68327502,6.19261369288812,7.87636602844285,30.3958007743757
21630,2021-07-05_Manley 2_2.6115,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 2,51.801148,-128.200092,boulder,transects,2021-07-05_Manley 2,30m x 2m,60,NA,2.6115,0,0,0,0,NA,0,0,outer,3,KELP10,KELP10,NA,2021-07-05T09:51:04Z,3.00403271310286,35.5579002185356,12.2832008777778,3,62.017114975,7.07977951672457,7.89323577257706,30.4690159208416
21648,2021-07-05_Manley 3_2.5472,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 3,51.801093,-128.199841,boulder,transects,2021-07-05_Manley 3,30m x 2m,60,NA,2.5472,0,0,0,0,NA,0,0,outer,3,KELP10,KELP10,NA,2021-07-05T09:51:04Z,3.00403271310286,35.5579002185356,12.2832008777778,3,62.017114975,7.07977951672457,7.89323577257706,30.4690159208416
21666,2021-07-05_Triquetta 1_3.857,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 1,51.797498,-128.238573,cobble,transects,2021-07-05_Triquetta 1,30m x 2m,60,NA,3.857,0,0,0,0,NA,0,0,outer,4,KELP11,KELP11,NA,2021-07-05T11:51:19Z,3.93425641643763,35.8674395142842,12.6859024577778,4,163.78015238,3.98318496289395,6.83159426839658,30.4356450743114
21684,2021-07-05_Triquetta 2_3.597,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 2,51.797419,-128.23861,cobble,transects,2021-07-05_Triquetta 2,30m x 2m,60,NA,3.597,0,0,0,0,NA,0,0,outer,4,KELP11,KELP11,NA,2021-07-05T11:51:19Z,3.93425641643763,35.8674395142842,12.6859024577778,4,163.78015238,3.98318496289395,6.83159426839658,30.4356450743114
21702,2021-07-05_Triquetta 3_3.3267,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 3,51.797367,-128.238359,cobble,transects,2021-07-05_Triquetta 3,30m x 2m,60,NA,3.3267,0,0,0,0,NA,0,0,outer,3,KELP11,KELP11,NA,2021-07-05T11:50:31Z,2.88273410006137,35.9124201409091,12.7488139693816,2.90814926757576,211.525082637879,3.22505454363637,7.27981463452564,30.4276745355118
21936,2021-07-13_Simmonds 1_3.4542,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-13,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 1,51.958925,-128.261735,"sand,bedrock",transects,2021-07-13_Simmonds 1,30m x 2m,60,NA,3.4542,0,0,0,0,NA,0,0,outer,3,MACRO5,MACRO5,NA,2021-07-13T07:08:24Z,3.01444346187873,33.9680361604846,10.1556464361111,3,27.696299175,4.82982404383451,6.12232510277085,30.6820041296817
21954,2021-07-13_Simmonds 2_3.6424,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-13,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 2,51.958989,-128.261509,"sand,bedrock",transects,2021-07-13_Simmonds 2,30m x 2m,60,NA,3.6424,1,24.9057598587856,0,0,5.454307,0.0166666666666667,0.00415095997646427,outer,4,MACRO5,MACRO5,NA,2021-07-13T07:08:25Z,3.99164264396537,34.1095940960435,10.2683774111111,4,25.20327776,5.81238867967175,6.12164860722188,30.7277023930477
21972,2021-07-13_Simmonds 3_3.7663,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-13,Simonds,Macrocystis kelp forest,51.959,-128.26195,"boulder,bedrock",NA,Simmonds 3,51.958889,-128.26177,"sand,bedrock",transects,2021-07-13_Simmonds 3,30m x 2m,60,NA,3.7663,0,0,0,0,NA,0,0,outer,4,MACRO5,MACRO5,NA,2021-07-13T07:08:25Z,3.99164264396537,34.1095940960435,10.2683774111111,4,25.20327776,5.81238867967175,6.12164860722188,30.7277023930477
21990,2021-07-14_Golden 1_2.5477,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-14,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 1,51.903066,-128.213045,sand,transects,2021-07-14_Golden 1,30m x 2m,60,NA,2.5477,1,386.813494488686,0,0,4.986365,0.0166666666666667,0.0644689157481143,outer,3,MACRO4,MACRO4,NA,2021-07-14T07:34:37Z,2.92974206671271,35.8751342857729,12.3479240866667,3,21.28888266,7.83677951910537,7.25267698464778,30.7179821339722
22008,2021-07-14_Golden 2_3.1477,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-14,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 2,51.903126,-128.212971,bedrock,transects,2021-07-14_Golden 2,30m x 2m,60,NA,3.1477,0,0,0,0,NA,0,0,outer,3,MACRO4,MACRO4,NA,2021-07-14T07:34:37Z,2.92974206671271,35.8751342857729,12.3479240866667,3,21.28888266,7.83677951910537,7.25267698464778,30.7179821339722
22026,2021-07-14_Golden 3_3.4077,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-14,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 3,51.902928,-128.212875,bedrock,transects,2021-07-14_Golden 3,30m x 2m,60,NA,3.4077,0,0,0,0,NA,0,0,outer,3,MACRO4,MACRO4,NA,2021-07-14T07:34:37Z,2.92974206671271,35.8751342857729,12.3479240866667,3,21.28888266,7.83677951910537,7.25267698464778,30.7179821339722
22044,2021-07-15_Stryker 1_2.9552,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-15,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 1,52.083624,-128.364493,boulder,transects,2021-07-15_Stryker 1,30m x 2m,60,NA,2.9552,0,0,0,0,NA,0,0,outer,3,MACRO6,MACRO6,NA,2021-07-15T11:12:01Z,3.02791753240219,36.425464087523,12.3531173416667,3,83.328357475,5.34430669575726,6.37352249297849,31.2376285287748
22062,2021-07-15_Stryker 2_2.7955,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-15,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 2,52.083628,-128.36464899999999,boulder,transects,2021-07-15_Stryker 2,30m x 2m,60,NA,2.7955,1,5.02629140572518,0,0,3.86682,0.0166666666666667,8.3771523428753e-4,outer,3,MACRO6,MACRO6,NA,2021-07-15T11:12:01Z,3.02791753240219,36.425464087523,12.3531173416667,3,83.328357475,5.34430669575726,6.37352249297849,31.2376285287748
22080,2021-07-15_Stryker 3_3.2555,Pycnopodia helianthoides,Kelp,Macro transects,2021-07-15,Stryker,Macrocystis kelp forest,52.0835833,-128.36455,"sand,bedrock",NA,Stryker 3,52.08379,-128.364525,boulder,transects,2021-07-15_Stryker 3,30m x 2m,60,NA,3.2555,0,0,0,0,NA,0,0,outer,3,MACRO6,MACRO6,NA,2021-07-15T11:12:01Z,3.02791753240219,36.425464087523,12.3531173416667,3,83.328357475,5.34430669575726,6.37352249297849,31.2376285287748
22206,2021-08-06_Pruth Bay I4_-0.28,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2021-08-06,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I4,51.6459294,-128.1193665,sand,transects,2021-08-06_Pruth Bay I4,30m x 2m,60,NA,-0.28,2,24.9057598587856,0,0,1.658658,0.0333333333333333,0.00415095997646427,outer,1,SEA15,SEA15,NA,2021-08-06T12:59:59Z,1.06138938435042,33.7666560781191,15.0386691977778,1,587.94208018,1.94704213792583,8.01249326842913,26.7785633191415
22224,2021-08-06_Pruth Bay I5_-0.13,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2021-08-06,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I5,51.64532132,-128.1192523,sand,transects,2021-08-06_Pruth Bay I5,30m x 2m,60,NA,-0.13,2,57.7813543358531,19.3575396081347,13.6878475239992,2.122481,0.0333333333333333,0.00963022572264219,outer,1,SEA15,SEA15,NA,2021-08-06T12:59:59Z,1.06138938435042,33.7666560781191,15.0386691977778,1,587.94208018,1.94704213792583,8.01249326842913,26.7785633191415
22242,2021-08-06_Pruth Bay I6_-0.67,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2021-08-06,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I6,51.64474874,-128.1198408,sand,transects,2021-08-06_Pruth Bay I6,30m x 2m,60,NA,-0.67,1,44.0935068118539,0,0,1.892693,0.0166666666666667,0.00734891780197565,outer,1,SEA15,SEA15,NA,2021-08-06T12:59:59Z,1.06138938435042,33.7666560781191,15.0386691977778,1,587.94208018,1.94704213792583,8.01249326842913,26.7785633191415
22440,2021-08-13_Triquet Bay E2_2.4,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2021-08-13,Triquet Bay,seagrass meadow,51.809,-128.236,sand,0.5,Triquet Bay E2,51.80996,-128.23466,sand,transects,2021-08-13_Triquet Bay E2,30m x 2m,60,NA,2.4,0,0,0,0,NA,0,0,outer,2,KFPC06,SEA10,NA,2021-08-13T12:05:03Z,2.0419140277328802,37.8076331950625,15.1370658194444,2,84.50173255,1.04877736953412,6.30915494223406,30.2783730033698
22458,2021-08-26_mustang0007_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_1,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2021-08-26_mustang0007_1,30m x 2m,60,NA,10,1,218.487589226697,0,0,11.896146,0.0166666666666667,0.0364145982044495,outer,10,SHORE14,SHORE14,NA,2021-08-26T12:14:32Z,9.87650382325623,33.853372274021,10.30873885,10,2.2777938,2.60661303543411,5.01717699358257,30.4357563369095
22476,2021-08-26_mustang0007_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_2,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2021-08-26_mustang0007_2,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,SHORE14,SHORE14,NA,2021-08-26T12:14:28Z,4.84637277434443,33.3918820366672,11.2407519166667,5,32.597935375,9.38114501129531,6.28053957743622,29.225770837479
22494,2021-08-26_mustang0007_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang0007,NA,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",NA,mustang0007_3,51.81054507,-128.0512092,"sand,shellhash,bedrock,boulder,cobble,mud",transects,2021-08-26_mustang0007_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,outer,1,SHORE14,SHORE14,NA,2021-08-26T12:14:25Z,0.96591311381589,30.0464686263354,13.3536654577778,1,99.39788846,2.62251123433971,6.98405173969541,24.5851098349635
22512,2021-08-26_mustang314_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_1,51.79903491,-128.0591485,"boulder,bedrock",transects,2021-08-26_mustang314_1,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,SHORE16,SHORE16,NA,2021-08-26T14:32:00Z,9.8541608532855,34.1101995796144,10.14958876,10,6.2518209,3.1728210732106,4.91444183559283,30.8267395117216
22530,2021-08-26_mustang314_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_2,51.79903491,-128.0591485,"boulder,bedrock",transects,2021-08-26_mustang314_2,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,SHORE16,SHORE16,NA,2021-08-26T14:31:56Z,5.00660864954938,33.5154487686104,11.1204880288889,5,39.7457107,11.9955531880372,5.72221927669305,29.4410405453976
22548,2021-08-26_mustang314_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang314,NA,51.79903491,-128.0591485,"boulder,bedrock",NA,mustang314_3,51.79903491,-128.0591485,"boulder,bedrock",transects,2021-08-26_mustang314_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,outer,1,SHORE16,SHORE16,NA,2021-08-26T14:31:53Z,0.972286122568444,22.5620645139685,12.2096204972222,1,383.80420115,6.98565919907773,7.16822263962519,18.6556898667204
22566,2021-08-26_mustang315_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang315,NA,51.80212005,-128.0528775,"sand,mud,shellhash",NA,mustang315_1,51.80212005,-128.0528775,"sand,mud,shellhash",transects,2021-08-26_mustang315_1,30m x 2m,60,NA,10,1,12.378862117688,0,0,11.381429,0.0166666666666667,0.00206314368628134,outer,10,SHORE15,SHORE15,NA,2021-08-26T11:14:31Z,9.90733836321787,33.8892211986896,10.2242732266667,10,4.33697072,3.17519575836897,4.94126944766732,30.5423696332283
22584,2021-08-26_mustang315_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang315,NA,51.80212005,-128.0528775,"sand,mud,shellhash",NA,mustang315_2,51.80212005,-128.0528775,"sand,mud,shellhash",transects,2021-08-26_mustang315_2,30m x 2m,60,NA,5,0,0,0,0,NA,0,0,outer,5,SHORE15,SHORE15,NA,2021-08-26T11:14:27Z,4.89553185999126,33.3198457786314,11.3173437833333,5,53.529095825,8.36623015529121,6.09947328817016,29.0948879073062
22602,2021-08-26_mustang315_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-26,mustang315,NA,51.80212005,-128.0528775,"sand,mud,shellhash",NA,mustang315_3,51.80212005,-128.0528775,"sand,mud,shellhash",transects,2021-08-26_mustang315_3,30m x 2m,60,NA,0,0,0,0,0,NA,0,0,outer,1,SHORE15,SHORE15,NA,2021-08-26T11:14:25Z,1.01451615071266,30.6231274840472,13.0043907388889,1,156.87180535,2.45836012329771,7.02352671842331,25.3371577344101
22764,2021-08-27_kwakshua0006_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-27,kwakshua0006,NA,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_1,51.65284214,-128.1204474,"mud,cobble",transects,2021-08-27_kwakshua0006_1,30m x 2m,60,NA,10,1,71.4692018598524,0,0,12.303539,0.0166666666666667,0.0119115336433087,outer,10,SHORE12,SHORE12,NA,2021-08-27T13:12:23Z,9.88557195387,34.4943123616264,11.014515,10,21.445740775,6.40505277612666,5.86321184157952,30.4809071951625
22782,2021-08-27_kwakshua0006_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-27,kwakshua0006,NA,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_2,51.65284214,-128.1204474,"mud,cobble",transects,2021-08-27_kwakshua0006_2,30m x 2m,60,NA,5,1,157.061071080912,0,0,7.626449,0.0166666666666667,0.0261768451801519,outer,5,SHORE12,SHORE12,NA,2021-08-27T13:12:19Z,4.9299487628133,34.8165630058023,11.4913389888889,5,68.577176525,5.92116414219165,6.13018685246442,30.4034275789912
22800,2021-08-27_kwakshua0006_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-27,kwakshua0006,NA,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_3,51.65284214,-128.1204474,"mud,cobble",transects,2021-08-27_kwakshua0006_3,30m x 2m,60,NA,0,1,24.9057598587856,0,0,2.626449,0.0166666666666667,0.00415095997646427,outer,1,SHORE12,SHORE12,NA,2021-08-27T13:12:16Z,0.91729921524639,22.7926423222222,12.6082127666667,1,545.4800543,1.27717475834488,7.05424417823308,18.7912797241255
22818,2021-08-27_kwakshua146_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-08-27,kwakshua146,NA,51.65812538,-128.1127092,"sand,shellhash",NA,kwakshua146_1,51.65812538,-128.1127092,"sand,shellhash",transects,2021-08-27_kwakshua146_1,30m x 2m,60,NA,10,0,0,0,0,NA,0,0,outer,10,SHORE11,SHORE11,NA,2021-08-27T12:39:30Z,9.87899555316359,34.5406666867396,11.0211718333333,10,26.647517575,3.93233988748575,5.87781457889334,30.5208290700786
