unit_id_depth,latin_name,project,survey,date,site_id,site_habitat,site_latitude,site_longitude,site_substrate,site_depth,transect_id,transect_latitude,transect_longitude,transect_substrate,experimental_unit,unit_id,unit_size,unit_area_2D,unit_area_3D,unit_depth,unit_depth_corrected,total_count,avg_biomass,sd,se,density,biomass_density,loc.cat,round_depth,Station,bottom.depth.m,measurement.time,depth.m,conductivity.ms.cm,conductivity.flag,temp.deg.c,temp.flag,pressure.dbar,pressure.flag,par.umol.m.s,par.flag,fluorometry.chlorophyll,fluorometry.chlorophyll.flag,dissolved.o2.ml.l,dissolved.o2.ml.l.flag,salinity.psu,salinity.flag,ndate,nyear,nmonth,doy
2021-05-22_kwakume5050_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-22,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_1,51.70320511,-127.8827169,"boulder,cobble",transects,2021-05-22_kwakume5050_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE18,NA,2021-05-22 09:52:21,9.83374516495951,32.3833290611112,SVC: depth_in_station_range_test,8.62714491111111,SVC: depth_in_station_range_test,10,SVC: depth_in_station_range_test,26.04892884,SVC: depth_in_station_range_test,4.68464862433649,SVC: depth_in_station_range_test,5.19645474046396,SVD: dissolved_oxygen_ml_l_do_cap_test; SVC: depth_in_station_range_test,30.3664293194054,SVC: depth_in_station_range_test,18769,2021,5,142
2021-05-22_kwakume5050_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-22,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_2,51.70320511,-127.8827169,"boulder,cobble",transects,2021-05-22_kwakume5050_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE18,NA,2021-05-22 09:52:17,4.93318821336039,31.1321879811082,NA,10.4964719244444,NA,5,NA,111.75194176,NA,3.00495521685343,NA,6.10054736856722,NA,27.5999231586148,NA,18769,2021,5,142
2021-05-22_kwakume5050_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-22,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_2,51.70320511,-127.8827169,"boulder,cobble",transects,2021-05-22_kwakume5050_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE18,NA,2021-05-22 09:52:17,4.93318821336039,31.1321879811082,SVC: depth_in_station_range_test,10.4964719244444,SVC: depth_in_station_range_test,5,SVC: depth_in_station_range_test,111.75194176,SVC: depth_in_station_range_test,3.00495521685343,SVC: depth_in_station_range_test,6.10054736856722,SVD: dissolved_oxygen_ml_l_do_cap_test; SVC: depth_in_station_range_test,27.5999231586148,SVC: depth_in_station_range_test,18769,2021,5,142
2021-05-22_kwakume5050_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-22,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_3,51.70320511,-127.8827169,"boulder,cobble",transects,2021-05-22_kwakume5050_3,30m x 2m,60,NA,NA,0,0,0,0,0,0,0,outer,1,SHORE18,NA,2021-05-22 09:52:14,1.09119828579662,27.5917329,NA,12.3796779111111,NA,1,NA,380.6936859,NA,0.944230812827501,NA,7.61538529892288,NA,22.9646573070748,NA,18769,2021,5,142
2021-05-22_kwakume5050_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-22,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_3,51.70320511,-127.8827169,"boulder,cobble",transects,2021-05-22_kwakume5050_3,30m x 2m,60,NA,NA,0,0,0,0,0,0,0,outer,1,SHORE18,NA,2021-05-22 09:52:14,1.09119828579662,27.5917329,SVC: depth_in_station_range_test,12.3796779111111,SVC: depth_in_station_range_test,1,SVC: depth_in_station_range_test,380.6936859,SVC: depth_in_station_range_test,0.944230812827501,SVC: depth_in_station_range_test,7.61538529892288,SVD: dissolved_oxygen_ml_l_do_cap_test; SVC: depth_in_station_range_test,22.9646573070748,SVC: depth_in_station_range_test,18769,2021,5,142
2021-05-24_Pruth Bay E1_0.7,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E1,51.64707199,-128.1204211,sand,transects,2021-05-24_Pruth Bay E1,30m x 2m,60,NA,3.977911,0.7,2,14.9660256322554,14.0569069495431,9.93973422653021,0.0333333333333333,0.0024943376053759,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,NA,12.351292162963,NA,1,NA,375.061893666667,NA,0.422553713066047,NA,7.9501192300248,NA,26.9066306822865,NA,18771,2021,5,144
2021-05-24_Pruth Bay E1_0.7,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E1,51.64707199,-128.1204211,sand,transects,2021-05-24_Pruth Bay E1,30m x 2m,60,NA,3.977911,0.7,2,14.9660256322554,14.0569069495431,9.93973422653021,0.0333333333333333,0.0024943376053759,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,SVD: depth_in_station_range_test,12.351292162963,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,375.061893666667,SVD: depth_in_station_range_test,0.422553713066047,SVD: depth_in_station_range_test,7.9501192300248,SVC: dissolved_oxygen_ml_l_do_cap_test; SVD: depth_in_station_range_test,26.9066306822865,SVD: depth_in_station_range_test,18771,2021,5,144
2021-05-24_Pruth Bay E2_0.32,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E2,51.64662622,-128.1197998,sand,transects,2021-05-24_Pruth Bay E2,30m x 2m,60,NA,3.903895,0.32,1,24.9057598587856,0,0,0.0166666666666667,0.00415095997646427,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,NA,12.351292162963,NA,1,NA,375.061893666667,NA,0.422553713066047,NA,7.9501192300248,NA,26.9066306822865,NA,18771,2021,5,144
2021-05-24_Pruth Bay E2_0.32,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E2,51.64662622,-128.1197998,sand,transects,2021-05-24_Pruth Bay E2,30m x 2m,60,NA,3.903895,0.32,1,24.9057598587856,0,0,0.0166666666666667,0.00415095997646427,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,SVD: depth_in_station_range_test,12.351292162963,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,375.061893666667,SVD: depth_in_station_range_test,0.422553713066047,SVD: depth_in_station_range_test,7.9501192300248,SVC: dissolved_oxygen_ml_l_do_cap_test; SVD: depth_in_station_range_test,26.9066306822865,SVD: depth_in_station_range_test,18771,2021,5,144
2021-05-24_Pruth Bay E3_0.4,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E3,51.64655924,-128.1191054,sand,transects,2021-05-24_Pruth Bay E3,30m x 2m,60,NA,NA,0.4,0,0,0,0,0,0,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,NA,12.351292162963,NA,1,NA,375.061893666667,NA,0.422553713066047,NA,7.9501192300248,NA,26.9066306822865,NA,18771,2021,5,144
2021-05-24_Pruth Bay E3_0.4,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay E3,51.64655924,-128.1191054,sand,transects,2021-05-24_Pruth Bay E3,30m x 2m,60,NA,NA,0.4,0,0,0,0,0,0,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,SVD: depth_in_station_range_test,12.351292162963,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,375.061893666667,SVD: depth_in_station_range_test,0.422553713066047,SVD: depth_in_station_range_test,7.9501192300248,SVC: dissolved_oxygen_ml_l_do_cap_test; SVD: depth_in_station_range_test,26.9066306822865,SVD: depth_in_station_range_test,18771,2021,5,144
2021-05-24_Pruth Bay I4_-0.28,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I4,51.6459294,-128.1193665,sand,transects,2021-05-24_Pruth Bay I4,30m x 2m,60,NA,3.5489,-0.28,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,NA,12.351292162963,NA,1,NA,375.061893666667,NA,0.422553713066047,NA,7.9501192300248,NA,26.9066306822865,NA,18771,2021,5,144
2021-05-24_Pruth Bay I4_-0.28,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I4,51.6459294,-128.1193665,sand,transects,2021-05-24_Pruth Bay I4,30m x 2m,60,NA,3.5489,-0.28,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,SVD: depth_in_station_range_test,12.351292162963,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,375.061893666667,SVD: depth_in_station_range_test,0.422553713066047,SVD: depth_in_station_range_test,7.9501192300248,SVC: dissolved_oxygen_ml_l_do_cap_test; SVD: depth_in_station_range_test,26.9066306822865,SVD: depth_in_station_range_test,18771,2021,5,144
2021-05-24_Pruth Bay I5_-0.13,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I5,51.64532132,-128.1192523,sand,transects,2021-05-24_Pruth Bay I5,30m x 2m,60,NA,3.6989,-0.13,8,37.2927613230496,25.0635236350418,8.86129376138368,0.133333333333333,0.00621546022050827,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,NA,12.351292162963,NA,1,NA,375.061893666667,NA,0.422553713066047,NA,7.9501192300248,NA,26.9066306822865,NA,18771,2021,5,144
2021-05-24_Pruth Bay I5_-0.13,Pycnopodia helianthoides,Seastar Wasting,Seagrass inverts,2021-05-24,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I5,51.64532132,-128.1192523,sand,transects,2021-05-24_Pruth Bay I5,30m x 2m,60,NA,3.6989,-0.13,8,37.2927613230496,25.0635236350418,8.86129376138368,0.133333333333333,0.00621546022050827,outer,1,SEA15,NA,2021-05-24 21:49:12,1.05541280698101,31.8320540769698,SVD: depth_in_station_range_test,12.351292162963,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,375.061893666667,SVD: depth_in_station_range_test,0.422553713066047,SVD: depth_in_station_range_test,7.9501192300248,SVC: dissolved_oxygen_ml_l_do_cap_test; SVD: depth_in_station_range_test,26.9066306822865,SVD: depth_in_station_range_test,18771,2021,5,144
2021-05-25_burke doc marker_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke doc marker,Rocky subtidal,51.9652611,-127.71152,bedrock,NA,burke doc marker_1,51.9652611,-127.71152,bedrock,transects,2021-05-25_burke doc marker_1,30m x 2m,60,NA,14.019793,10,1,5.02629140572518,0,0,0.0166666666666667,0.00083771523428753,fjord,10,SHORE9,10.1746623,2021-05-25 13:10:59,9.88184340631416,32.1066041704393,NA,8.83048253888889,NA,10,NA,0.170688025,NA,8.09441617712175,NA,5.25945823818191,NA,29.9071348778369,NA,18772,2021,5,145
2021-05-25_burke doc marker_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke doc marker,Rocky subtidal,51.9652611,-127.71152,bedrock,NA,burke doc marker_2,51.9652611,-127.71152,bedrock,transects,2021-05-25_burke doc marker_2,30m x 2m,60,NA,9.041875,5,8,18.2835653403843,13.9378462989046,4.92777281654562,0.133333333333333,0.00304726089006405,fjord,5,SHORE9,10.1746623,2021-05-25 13:10:55,4.99816105517101,31.9631915907077,NA,8.95088542666667,NA,5,NA,29.62195226,NA,8.19091494293079,NA,5.46487040590155,NA,29.6606858522465,NA,18772,2021,5,145
2021-05-25_burke eagle rock_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,Rocky subtidal,51.9617544,-127.77545,boulder,NA,burke eagle rock_1,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_1,30m x 2m,60,NA,13.648915,10,1,2969.75131272092,0,0,0.0166666666666667,0.494958552120153,fjord,10,SHORE20,10.004501,2021-05-25 11:52:27,9.83567816222229,33.5526650444444,NA,7.2986713,NA,10,NA,70.076079,NA,0.63552645,NA,3.16680680670348,NA,32.8070846275099,NA,18772,2021,5,145
2021-05-25_burke eagle rock_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,Rocky subtidal,51.9617544,-127.77545,boulder,NA,burke eagle rock_2,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_2,30m x 2m,60,NA,8.648915,5,4,1337.92703245552,1050.73589678002,525.36794839001,0.0666666666666667,0.222987838742587,fjord,5,SHORE20,10.004501,2021-05-25 11:52:22,4.90987528139314,33.5292008849214,NA,7.56218772222222,NA,5,NA,145.97826822,NA,0.746734931888815,NA,3.11513549800004,NA,32.5355114158895,NA,18772,2021,5,145
2021-05-25_burke eagle rock_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke eagle rock,Rocky subtidal,51.9617544,-127.77545,boulder,NA,burke eagle rock_3,51.9617544,-127.77545,boulder,transects,2021-05-25_burke eagle rock_3,30m x 2m,60,NA,NA,0,0,0,0,0,0,0,fjord,1,SHORE20,10.004501,2021-05-25 11:52:19,1.13018266476489,33.4452039089651,NA,7.73170612222222,NA,1,NA,310.650557975,NA,0.789273657525478,NA,3.21847258114022,NA,32.2890572774596,NA,18772,2021,5,145
2021-05-25_burke sagen_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke sagen,Rocky subtidal,51.9258389,-127.88845,bedrock,NA,burke sagen_1,51.9258389,-127.88845,bedrock,transects,2021-05-25_burke sagen_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,fjord,10,SHORE9,10.1746623,2021-05-25 13:10:59,9.88184340631416,32.1066041704393,NA,8.83048253888889,NA,10,NA,0.170688025,NA,8.09441617712175,NA,5.25945823818191,NA,29.9071348778369,NA,18772,2021,5,145
2021-05-25_burke sagen_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-25,burke sagen,Rocky subtidal,51.9258389,-127.88845,bedrock,NA,burke sagen_2,51.9258389,-127.88845,bedrock,transects,2021-05-25_burke sagen_2,30m x 2m,60,NA,6.09877,5,5,723.538987859705,1085.35648201559,485.386174721378,0.0833333333333333,0.120589831309951,fjord,5,SHORE9,10.1746623,2021-05-25 13:10:55,4.99816105517101,31.9631915907077,NA,8.95088542666667,NA,5,NA,29.62195226,NA,8.19091494293079,NA,5.46487040590155,NA,29.6606858522465,NA,18772,2021,5,145
2021-05-31_rivers nelson narrows_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_1,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_1,30m x 2m,60,NA,10.812993,10,3,648.876771234993,1098.01060946074,633.936720945224,0.05,0.108146128539165,fjord,10,SHORE22,NA,2021-05-31 12:04:39,9.90428816688316,32.5197044782682,NA,8.63358705925926,NA,10,NA,0.0447142,NA,0.315299602243755,NA,4.36973707441506,NA,30.5024675286842,NA,18778,2021,5,151
2021-05-31_rivers nelson narrows_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_1,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_1,30m x 2m,60,NA,10.812993,10,3,648.876771234993,1098.01060946074,633.936720945224,0.05,0.108146128539165,fjord,10,SHORE22,NA,2021-05-31 12:04:39,9.90428816688316,32.5197044782682,SVD: depth_in_station_range_test,8.63358705925926,SVD: depth_in_station_range_test,10,SVD: depth_in_station_range_test,0.0447142,SVD: depth_in_station_range_test,0.315299602243755,SVD: depth_in_station_range_test,4.36973707441506,SVD: depth_in_station_range_test,30.5024675286842,SVD: depth_in_station_range_test,18778,2021,5,151
2021-05-31_rivers nelson narrows_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_2,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_2,30m x 2m,60,NA,5.915917,5,3,677.420323704058,1073.33345901864,619.689361494643,0.05,0.11290338728401,fjord,5,SHORE22,NA,2021-05-31 12:04:35,5.02412307782165,30.847068376953,NA,8.93338064444444,NA,5,NA,12.30324585,NA,0.481824265936879,NA,4.68602857108186,NA,28.5319478954411,NA,18778,2021,5,151
2021-05-31_rivers nelson narrows_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_2,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_2,30m x 2m,60,NA,5.915917,5,3,677.420323704058,1073.33345901864,619.689361494643,0.05,0.11290338728401,fjord,5,SHORE22,NA,2021-05-31 12:04:35,5.02412307782165,30.847068376953,SVD: depth_in_station_range_test,8.93338064444444,SVD: depth_in_station_range_test,5,SVD: depth_in_station_range_test,12.30324585,SVD: depth_in_station_range_test,0.481824265936879,SVD: depth_in_station_range_test,4.68602857108186,SVD: depth_in_station_range_test,28.5319478954411,SVC: salinity_qartod_rate_of_change_test; SVD: depth_in_station_range_test,18778,2021,5,151
2021-05-31_rivers nelson narrows_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_3,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_3,30m x 2m,60,NA,0.915917,0,7,182.5901426454,155.990976418632,58.9590471962629,0.116666666666667,0.0304316904409,fjord,1,SHORE22,NA,2021-05-31 12:04:32,1.12531766867875,4.62013261313111,NA,11.2986578555556,NA,1,NA,150.5973005,NA,2.2853486854102,NA,6.63447191701397,NA,3.42707459532384,NA,18778,2021,5,151
2021-05-31_rivers nelson narrows_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2021-05-31,rivers nelson narrows,Rocky subtidal,51.7700497,-127.43015,boulder,NA,rivers nelson narrows_3,51.7700497,-127.43015,boulder,transects,2021-05-31_rivers nelson narrows_3,30m x 2m,60,NA,0.915917,0,7,182.5901426454,155.990976418632,58.9590471962629,0.116666666666667,0.0304316904409,fjord,1,SHORE22,NA,2021-05-31 12:04:32,1.12531766867875,4.62013261313111,SVD: depth_in_station_range_test,11.2986578555556,SVD: depth_in_station_range_test,1,SVD: depth_in_station_range_test,150.5973005,SVD: depth_in_station_range_test,2.2853486854102,SVD: depth_in_station_range_test,6.63447191701397,SVD: depth_in_station_range_test,3.42707459532384,SVD: depth_in_station_range_test,18778,2021,5,151
2021-07-04_North 1_2.8054,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 1,51.667143,-128.140326,boulder,transects,2021-07-04_North 1,30m x 2m,60,NA,NA,2.8054,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 11:58:33,3.102287069,34.14460548,NA,10.35323965,NA,3.129603014,NA,366.3835937,NA,2.122060812,NA,6.673005598,NA,30.69138636,NA,18812,2021,7,185
2021-07-04_North 1_2.8054,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 1,51.667143,-128.140326,boulder,transects,2021-07-04_North 1,30m x 2m,60,NA,NA,2.8054,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:01:33,2.892480617,34.08660584,NA,10.4173056,NA,2.917947684,NA,181.0596742,SVC: par_flag_level_1; SVC: par_shadow_test,1.969489596,NA,6.713901246,NA,30.57976643,NA,18812,2021,7,185
2021-07-04_North 1_2.8054,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 1,51.667143,-128.140326,boulder,transects,2021-07-04_North 1,30m x 2m,60,NA,NA,2.8054,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:02:05,2.944111893,34.08495779,NA,10.50876471,NA,3,NA,213.7029496,NA,1.969267797,NA,6.232780298,NA,30.50138842,NA,18812,2021,7,185
2021-07-04_North 2_2.9654,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 2,51.667146,-128.140399,boulder,transects,2021-07-04_North 2,30m x 2m,60,NA,NA,2.9654,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 11:58:33,3.102287069,34.14460548,NA,10.35323965,NA,3.129603014,NA,366.3835937,NA,2.122060812,NA,6.673005598,NA,30.69138636,NA,18812,2021,7,185
2021-07-04_North 2_2.9654,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 2,51.667146,-128.140399,boulder,transects,2021-07-04_North 2,30m x 2m,60,NA,NA,2.9654,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:01:33,2.892480617,34.08660584,NA,10.4173056,NA,2.917947684,NA,181.0596742,SVC: par_flag_level_1; SVC: par_shadow_test,1.969489596,NA,6.713901246,NA,30.57976643,NA,18812,2021,7,185
2021-07-04_North 2_2.9654,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 2,51.667146,-128.140399,boulder,transects,2021-07-04_North 2,30m x 2m,60,NA,NA,2.9654,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:02:05,2.944111893,34.08495779,NA,10.50876471,NA,3,NA,213.7029496,NA,1.969267797,NA,6.232780298,NA,30.50138842,NA,18812,2021,7,185
2021-07-04_North 3_3.2854,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 3,51.667268,-128.140349,boulder,transects,2021-07-04_North 3,30m x 2m,60,NA,NA,3.2854,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 11:58:33,3.102287069,34.14460548,NA,10.35323965,NA,3.129603014,NA,366.3835937,NA,2.122060812,NA,6.673005598,NA,30.69138636,NA,18812,2021,7,185
2021-07-04_North 3_3.2854,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 3,51.667268,-128.140349,boulder,transects,2021-07-04_North 3,30m x 2m,60,NA,NA,3.2854,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:01:33,2.892480617,34.08660584,NA,10.4173056,NA,2.917947684,NA,181.0596742,SVC: par_flag_level_1; SVC: par_shadow_test,1.969489596,NA,6.713901246,NA,30.57976643,NA,18812,2021,7,185
2021-07-04_North 3_3.2854,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-04,Northbeach,Nereocystis kelp forest,51.6670333333333,-128.13995,boulder,NA,North 3,51.667268,-128.140349,boulder,transects,2021-07-04_North 3,30m x 2m,60,NA,NA,3.2854,0,0,0,0,0,0,outer,3,KELP09,NA,2021-07-04 12:02:05,2.944111893,34.08495779,NA,10.50876471,NA,3,NA,213.7029496,NA,1.969267797,NA,6.232780298,NA,30.50138842,NA,18812,2021,7,185
2021-07-05_Manley 1_2.4747,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 1,51.801117,-128.200109,bedrock,transects,2021-07-05_Manley 1,30m x 2m,60,NA,NA,2.4747,0,0,0,0,0,0,outer,2,KELP10,NA,2021-07-05 09:51:03,2.00876579197895,35.7143808971248,NA,12.55727912,NA,2,NA,95.68327502,NA,6.19261369288812,NA,7.87636602844285,NA,30.3958007743757,NA,18813,2021,7,186
2021-07-05_Manley 2_2.6115,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 2,51.801148,-128.200092,boulder,transects,2021-07-05_Manley 2,30m x 2m,60,NA,NA,2.6115,0,0,0,0,0,0,outer,3,KELP10,NA,2021-07-05 09:51:04,3.00403271310286,35.5579002185356,NA,12.2832008777778,NA,3,NA,62.017114975,NA,7.07977951672457,NA,7.89323577257706,NA,30.4690159208416,NA,18813,2021,7,186
2021-07-05_Manley 3_2.5472,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 3,51.801093,-128.199841,boulder,transects,2021-07-05_Manley 3,30m x 2m,60,NA,NA,2.5472,0,0,0,0,0,0,outer,3,KELP10,NA,2021-07-05 09:51:04,3.00403271310286,35.5579002185356,NA,12.2832008777778,NA,3,NA,62.017114975,NA,7.07977951672457,NA,7.89323577257706,NA,30.4690159208416,NA,18813,2021,7,186
2021-07-05_Triquetta 1_3.857,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 1,51.797498,-128.238573,cobble,transects,2021-07-05_Triquetta 1,30m x 2m,60,NA,NA,3.857,0,0,0,0,0,0,outer,4,KELP11,NA,2021-07-05 11:51:19,3.93425641643763,35.8674395142842,NA,12.6859024577778,NA,4,NA,163.78015238,NA,3.98318496289395,NA,6.83159426839658,NA,30.4356450743114,NA,18813,2021,7,186
2021-07-05_Triquetta 2_3.597,Pycnopodia helianthoides,Kelp,Nereo transects,2021-07-05,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 2,51.797419,-128.23861,cobble,transects,2021-07-05_Triquetta 2,30m x 2m,60,NA,NA,3.597,0,0,0,0,0,0,outer,4,KELP11,NA,2021-07-05 11:51:19,3.93425641643763,35.8674395142842,NA,12.6859024577778,NA,4,NA,163.78015238,NA,3.98318496289395,NA,6.83159426839658,NA,30.4356450743114,NA,18813,2021,7,186
